Season,TeamID,adj_o,adj_d,luck,rank,adj_em
2012,1152,85.4,109.4,-0.049,335,0.0735
2012,1238,85.0,109.2,-0.028,336,0.0711
2012,1108,85.1,109.4,-0.045,337,0.0711
2012,1406,83.9,108.2,-0.037,338,0.0688
2012,1319,87.2,112.8,-0.005,339,0.067
2012,1319,87.2,112.8,-0.005,339,0.067
2012,1319,87.2,112.8,-0.005,339,0.067
2012,1319,87.2,112.8,-0.005,339,0.067
2012,1105,87.3,113.3,-0.064,340,0.0644
2012,1420,88.2,114.6,-0.029,341,0.064
2012,1420,88.2,114.6,-0.029,341,0.064
2012,1420,88.2,114.6,-0.029,341,0.064
2012,1420,88.2,114.6,-0.029,341,0.064
2012,1255,94.1,122.4,0.01,342,0.063
2012,1127,85.4,112.3,-0.022,343,0.0572
2012,1354,88.4,116.8,-0.03,344,0.0546
2012,1212,80.3,116.6,0.022,345,0.0214
2013,1196,118.4,83.4,-0.106,1,0.9731
2013,1257,114.6,81.0,-0.03,2,0.9721
2013,1231,123.2,89.0,-0.023,3,0.9655
2013,1211,119.8,88.4,0.033,4,0.9578
2013,1326,114.7,86.5,0.019,5,0.9475
2013,1181,119.6,90.6,0.018,6,0.9454
2013,1338,116.5,88.7,-0.059,7,0.9426
2013,1242,112.7,85.9,0.019,8,0.9418
2013,1458,108.8,83.6,-0.026,9,0.9374
2013,1277,112.8,87.3,0.006,10,0.9325
2013,1276,120.6,93.9,-0.011,11,0.9283
2013,1207,108.0,84.4,0.048,12,0.9263
2013,1393,114.2,89.8,-0.002,13,0.9213
2013,1274,113.3,89.7,0.028,14,0.9164
2013,1274,113.3,89.7,0.028,14,0.9164
2013,1274,113.3,89.7,0.028,14,0.9164
2013,1274,113.3,89.7,0.028,14,0.9164
2013,1166,118.3,94.8,-0.021,15,0.9059
2013,1387,108.2,87.0,-0.005,16,0.9039
2013,1387,108.2,87.0,-0.005,16,0.9039
2013,1307,109.7,88.2,0.083,17,0.9035
2013,1307,109.7,88.2,0.083,17,0.9035
2013,1307,109.7,88.2,0.083,17,0.9035
2013,1307,109.7,88.2,0.083,17,0.9035
2013,1281,115.0,93.1,-0.026,18,0.8968
2013,1112,113.3,92.0,0.006,19,0.8946
2013,1329,108.4,88.1,-0.014,20,0.8936
2013,1433,113.3,92.2,-0.01,21,0.8917
2013,1433,113.3,92.2,-0.01,21,0.8917
2013,1433,113.3,92.2,-0.01,21,0.8917
2013,1433,113.3,92.2,-0.01,21,0.8917
2013,1388,115.6,94.6,0.04,22,0.8866
2013,1278,112.6,92.2,-0.035,23,0.8857
2013,1161,117.8,96.5,-0.003,24,0.8851
2013,1266,113.4,93.3,0.066,25,0.8805
2013,1361,106.7,88.2,-0.046,26,0.8764
2013,1438,107.5,88.9,-0.071,27,0.8759
2013,1314,112.3,93.0,0.039,28,0.8739
2013,1314,112.3,93.0,0.039,28,0.8739
2013,1314,112.3,93.0,0.039,28,0.8739
2013,1314,112.3,93.0,0.039,28,0.8739
2013,1234,107.9,89.5,-0.051,29,0.8724
2013,1243,113.2,94.2,0.068,30,0.8677
2013,1323,115.3,95.9,0.045,31,0.8676
2013,1323,115.3,95.9,0.045,31,0.8676
2013,1323,115.3,95.9,0.045,31,0.8676
2013,1323,115.3,95.9,0.045,31,0.8676
2013,1292,106.9,89.1,0.056,32,0.8665
2013,1292,106.9,89.1,0.056,32,0.8665
2013,1292,106.9,89.1,0.056,32,0.8665
2013,1292,106.9,89.1,0.056,32,0.8665
2013,1455,109.1,91.3,-0.002,33,0.8618
2013,1279,111.8,93.6,0.002,34,0.8609
2013,1301,116.1,97.2,-0.02,35,0.8605
2013,1424,105.3,88.3,-0.001,36,0.859
2013,1424,105.3,88.3,-0.001,36,0.859
2013,1424,105.3,88.3,-0.001,36,0.859
2013,1424,105.3,88.3,-0.001,36,0.859
2013,1235,116.9,98.2,-0.034,37,0.8567
2013,1176,111.0,93.4,-0.048,38,0.8552
2013,1272,107.8,90.7,0.02,39,0.855
2013,1153,104.4,88.4,0.002,40,0.8462
2013,1124,111.8,94.8,-0.123,41,0.844
2013,1228,109.7,93.2,0.05,42,0.8408
2013,1332,104.1,88.6,0.063,43,0.8395
2013,1417,110.4,94.3,0.062,44,0.8353
2013,1437,105.4,90.0,0.022,45,0.8341
2013,1125,109.9,93.9,0.01,46,0.8331
2013,1246,110.7,94.7,0.011,47,0.8325
2013,1390,109.9,94.1,-0.091,48,0.8307
2013,1129,111.6,95.6,0.012,49,0.8291
2013,1160,105.8,90.8,0.04,50,0.8278
2013,1328,110.6,95.4,0.003,51,0.8196
2013,1139,108.0,93.5,0.106,52,0.8146
2013,1163,108.7,94.1,0.012,53,0.8143
2013,1103,105.6,91.7,0.012,54,0.8107
2013,1268,106.0,92.1,-0.047,55,0.8093
2013,1379,110.6,96.1,0.017,56,0.8081
2013,1379,110.6,96.1,0.017,56,0.8081
2013,1379,110.6,96.1,0.017,56,0.8081
2013,1379,110.6,96.1,0.017,56,0.8081
2013,1247,109.8,95.5,0.03,57,0.807
2013,1247,109.8,95.5,0.03,57,0.807
2013,1247,109.8,95.5,0.03,57,0.807
2013,1247,109.8,95.5,0.03,57,0.807
2013,1143,105.8,92.9,0.043,58,0.7929
2013,1172,110.4,96.8,0.016,59,0.7929
2013,1392,104.8,91.9,-0.038,60,0.7929
2013,1392,104.8,91.9,-0.038,60,0.7929
2013,1392,104.8,91.9,-0.038,60,0.7929
2013,1392,104.8,91.9,-0.038,60,0.7929
2013,1104,103.2,90.8,0.018,61,0.7881
2013,1137,105.3,92.7,-0.022,62,0.7879
2013,1229,108.4,95.7,-0.093,63,0.782
2013,1345,104.6,92.7,-0.053,64,0.7768
2013,1344,105.8,93.7,-0.036,65,0.7762
2013,1434,109.8,97.3,0.024,66,0.7761
2013,1397,108.3,96.1,0.013,67,0.773
2013,1396,110.6,98.3,0.04,68,0.7708
2013,1173,111.3,99.1,-0.1,69,0.7664
2013,1320,104.9,93.6,-0.034,70,0.763
2013,1320,104.9,93.6,-0.034,70,0.763
2013,1320,104.9,93.6,-0.034,70,0.763
2013,1320,104.9,93.6,-0.034,70,0.763
2013,1140,107.1,95.7,-0.012,71,0.7604
2013,1140,107.1,95.7,-0.012,71,0.7604
2013,1140,107.1,95.7,-0.012,71,0.7604
2013,1140,107.1,95.7,-0.012,71,0.7604
2013,1295,103.1,92.2,0.003,72,0.7589
2013,1116,105.5,94.7,0.004,73,0.7509
2013,1178,113.0,101.6,-0.043,74,0.7472
2013,1372,97.8,88.2,-0.001,75,0.7426
2013,1386,107.2,96.7,-0.011,76,0.742
2013,1113,106.5,96.6,-0.001,77,0.7319
2013,1462,104.7,95.1,-0.055,78,0.7276
2013,1325,105.1,95.5,0.035,79,0.7265
2013,1308,104.0,94.6,0.027,80,0.7246
2013,1269,107.2,97.8,0.082,81,0.7178
2013,1449,105.6,96.4,0.004,82,0.7177
2013,1350,109.7,100.2,-0.017,83,0.7174
2013,1191,104.7,95.6,-0.045,84,0.716
2013,1435,102.1,93.5,-0.026,85,0.7101
2013,1256,100.0,91.9,0.084,86,0.7055
2013,1256,100.0,91.9,0.084,86,0.7055
2013,1256,100.0,91.9,0.084,86,0.7055
2013,1256,100.0,91.9,0.084,86,0.7055
2013,1102,111.3,102.2,0.022,87,0.7047
2013,1102,111.3,102.2,0.022,87,0.7047
2013,1102,111.3,102.2,0.022,87,0.7047
2013,1102,111.3,102.2,0.022,87,0.7047
2013,1450,106.7,98.1,-0.134,88,0.7019
2013,1365,106.8,98.5,0.022,89,0.6966
2013,1365,106.8,98.5,0.022,89,0.6966
2013,1365,106.8,98.5,0.022,89,0.6966
2013,1365,106.8,98.5,0.022,89,0.6966
2013,1130,109.6,101.7,0.026,90,0.6845
2013,1130,109.6,101.7,0.026,90,0.6845
2013,1130,109.6,101.7,0.026,90,0.6845
2013,1130,109.6,101.7,0.026,90,0.6845
2013,1261,105.0,97.4,0.06,91,0.6821
2013,1261,105.0,97.4,0.06,91,0.6821
2013,1343,107.4,99.8,-0.071,92,0.6813
2013,1451,106.1,98.6,-0.025,93,0.6796
2013,1210,98.4,91.6,-0.037,94,0.6776
2013,1210,98.4,91.6,-0.037,94,0.6776
2013,1210,98.4,91.6,-0.037,94,0.6776
2013,1210,98.4,91.6,-0.037,94,0.6776
2013,1201,99.0,92.2,-0.062,95,0.6746
2013,1233,113.1,105.5,-0.097,96,0.6722
2013,1208,101.4,94.6,-0.002,97,0.6717
2013,1400,101.2,94.4,-0.008,98,0.6708
2013,1425,101.4,94.6,-0.015,99,0.6707
2013,1425,101.4,94.6,-0.015,99,0.6707
2013,1425,101.4,94.6,-0.015,99,0.6707
2013,1425,101.4,94.6,-0.015,99,0.6707
2013,1250,106.5,99.4,0.016,100,0.6704
2013,1401,103.3,96.5,-0.013,101,0.6687
2013,1355,110.4,103.1,0.03,102,0.6675
2013,1461,101.0,94.6,0.044,103,0.6625
2013,1333,107.8,100.9,-0.12,104,0.6624
2013,1353,106.2,99.4,0.015,105,0.6612
2013,1232,100.8,94.6,0.042,106,0.6578
2013,1385,98.0,92.0,0.045,107,0.6557
2013,1217,106.1,99.8,0.015,108,0.6504
2013,1203,98.9,93.4,-0.085,109,0.6415
2013,1203,98.9,93.4,-0.085,109,0.6415
2013,1203,98.9,93.4,-0.085,109,0.6415
2013,1203,98.9,93.4,-0.085,109,0.6415
2013,1245,106.9,101.1,-0.031,110,0.6375
2013,1371,102.8,97.4,-0.026,111,0.6359
2013,1371,102.8,97.4,-0.026,111,0.6359
2013,1371,102.8,97.4,-0.026,111,0.6359
2013,1371,102.8,97.4,-0.026,111,0.6359
2013,1429,107.6,101.9,0.024,112,0.6355
2013,1431,102.2,96.9,0.001,113,0.6337
2013,1431,102.2,96.9,0.001,113,0.6337
2013,1431,102.2,96.9,0.001,113,0.6337
2013,1431,102.2,96.9,0.001,113,0.6337
2013,1155,99.0,94.0,-0.111,114,0.6297
2013,1184,108.8,103.5,0.024,115,0.625
2013,1184,108.8,103.5,0.024,115,0.625
2013,1184,108.8,103.5,0.024,115,0.625
2013,1184,108.8,103.5,0.024,115,0.625
2013,1428,103.1,98.2,-0.027,116,0.622
2013,1199,105.1,100.2,0.098,117,0.6185
2013,1382,108.0,103.1,-0.039,118,0.6173
2013,1460,95.6,91.4,0.008,119,0.6147
2013,1453,102.6,98.1,-0.041,120,0.6143
2013,1453,102.6,98.1,-0.041,120,0.6143
2013,1453,102.6,98.1,-0.041,120,0.6143
2013,1453,102.6,98.1,-0.041,120,0.6143
2013,1334,105.0,100.5,0.058,121,0.6104
2013,1259,103.7,99.4,0.037,122,0.6079
2013,1259,103.7,99.4,0.037,122,0.6079
2013,1259,103.7,99.4,0.037,122,0.6079
2013,1259,103.7,99.4,0.037,122,0.6079
2013,1145,109.1,104.6,-0.014,123,0.6073
2013,1179,105.3,101.1,0.002,124,0.6035
2013,1452,103.6,99.9,-0.042,125,0.5933
2013,1452,103.6,99.9,-0.042,125,0.5933
2013,1452,103.6,99.9,-0.042,125,0.5933
2013,1452,103.6,99.9,-0.042,125,0.5933
2013,1195,101.5,97.9,0.035,126,0.593
2013,1195,101.5,97.9,0.035,126,0.593
2013,1195,101.5,97.9,0.035,126,0.593
2013,1195,101.5,97.9,0.035,126,0.593
2013,1273,101.1,97.8,0.022,127,0.5849
2013,1304,100.9,97.8,0.104,128,0.579
2013,1448,99.5,96.4,-0.007,129,0.5788
2013,1448,99.5,96.4,-0.007,129,0.5788
2013,1448,99.5,96.4,-0.007,129,0.5788
2013,1448,99.5,96.4,-0.007,129,0.5788
2013,1310,104.8,101.7,0.011,130,0.5768
2013,1142,105.6,102.5,0.003,131,0.576
2013,1142,105.6,102.5,0.003,131,0.576
2013,1142,105.6,102.5,0.003,131,0.576
2013,1142,105.6,102.5,0.003,131,0.576
2013,1117,97.4,94.6,-0.033,132,0.573
2013,1322,105.3,102.3,0.039,133,0.5729
2013,1150,98.8,96.0,0.145,134,0.5727
2013,1362,105.4,102.6,-0.041,135,0.5694
2013,1362,105.4,102.6,-0.041,135,0.5694
2013,1362,105.4,102.6,-0.041,135,0.5694
2013,1362,105.4,102.6,-0.041,135,0.5694
2013,1436,101.6,99.0,0.0,136,0.5673
2013,1321,102.6,100.0,-0.023,137,0.5661
2013,1416,105.0,102.4,0.05,138,0.5659
2013,1416,105.0,102.4,0.05,138,0.5659
2013,1416,105.0,102.4,0.05,138,0.5659
2013,1416,105.0,102.4,0.05,138,0.5659
2013,1293,103.5,101.0,-0.012,139,0.5612
2013,1414,100.0,97.8,0.015,140,0.5578
2013,1414,100.0,97.8,0.015,140,0.5578
2013,1414,100.0,97.8,0.015,140,0.5578
2013,1414,100.0,97.8,0.015,140,0.5578
2013,1352,102.3,100.2,0.037,141,0.5546
2013,1352,102.3,100.2,0.037,141,0.5546
2013,1352,102.3,100.2,0.037,141,0.5546
2013,1352,102.3,100.2,0.037,141,0.5546
2013,1206,101.8,99.7,-0.021,142,0.5525
2013,1206,101.8,99.7,-0.021,142,0.5525
2013,1206,101.8,99.7,-0.021,142,0.5525
2013,1206,101.8,99.7,-0.021,142,0.5525
2013,1426,97.7,95.7,0.054,143,0.5525
2013,1426,97.7,95.7,0.054,143,0.5525
2013,1426,97.7,95.7,0.054,143,0.5525
2013,1426,97.7,95.7,0.054,143,0.5525
2013,1264,93.9,92.2,-0.022,144,0.5478
2013,1285,103.5,101.6,0.12,145,0.5473
2013,1378,99.1,97.4,-0.008,146,0.5431
2013,1378,99.1,97.4,-0.008,146,0.5431
2013,1378,99.1,97.4,-0.008,146,0.5431
2013,1378,99.1,97.4,-0.008,146,0.5431
2013,1107,100.7,99.0,0.088,147,0.543
2013,1253,104.0,102.2,0.098,148,0.5425
2013,1336,100.6,99.0,0.019,149,0.5406
2013,1408,105.1,103.7,-0.047,150,0.5335
2013,1131,103.2,102.0,-0.025,151,0.5312
2013,1131,103.2,102.0,-0.025,151,0.5312
2013,1131,103.2,102.0,-0.025,151,0.5312
2013,1131,103.2,102.0,-0.025,151,0.5312
2013,1444,101.3,100.2,0.052,152,0.5279
2013,1444,101.3,100.2,0.052,152,0.5279
2013,1444,101.3,100.2,0.052,152,0.5279
2013,1444,101.3,100.2,0.052,152,0.5279
2013,1119,104.2,103.3,-0.083,153,0.5213
2013,1187,106.1,105.3,0.046,154,0.5185
2013,1187,106.1,105.3,0.046,154,0.5185
2013,1187,106.1,105.3,0.046,154,0.5185
2013,1187,106.1,105.3,0.046,154,0.5185
2013,1248,104.8,104.1,0.047,155,0.5171
2013,1351,97.1,96.5,0.04,156,0.5171
2013,1411,104.3,103.6,-0.061,157,0.5163
2013,1411,104.3,103.6,-0.061,157,0.5163
2013,1411,104.3,103.6,-0.061,157,0.5163
2013,1411,104.3,103.6,-0.061,157,0.5163
2013,1158,99.3,98.7,0.11,158,0.5139
2013,1158,99.3,98.7,0.11,158,0.5139
2013,1158,99.3,98.7,0.11,158,0.5139
2013,1158,99.3,98.7,0.11,158,0.5139
2013,1193,94.6,94.2,0.012,159,0.5126
2013,1412,98.8,98.6,0.003,160,0.5051
2013,1305,103.7,103.6,0.038,161,0.5017
2013,1177,104.2,104.3,-0.049,162,0.498
2013,1300,96.5,96.8,0.026,163,0.493
2013,1300,96.5,96.8,0.026,163,0.493
2013,1300,96.5,96.8,0.026,163,0.493
2013,1300,96.5,96.8,0.026,163,0.493
2013,1260,101.3,101.6,-0.082,164,0.491
2013,1260,101.3,101.6,-0.082,164,0.491
2013,1260,101.3,101.6,-0.082,164,0.491
2013,1260,101.3,101.6,-0.082,164,0.491
2013,1439,105.3,105.7,0.031,165,0.4906
2013,1439,105.3,105.7,0.031,165,0.4906
2013,1439,105.3,105.7,0.031,165,0.4906
2013,1439,105.3,105.7,0.031,165,0.4906
2013,1442,94.0,94.4,0.042,166,0.4895
2013,1442,94.0,94.4,0.042,166,0.4895
2013,1442,94.0,94.4,0.042,166,0.4895
2013,1442,94.0,94.4,0.042,166,0.4895
2013,1180,99.6,100.0,-0.088,167,0.4892
2013,1398,102.6,103.3,0.046,168,0.4827
2013,1331,103.1,104.0,-0.032,169,0.4771
2013,1331,103.1,104.0,-0.032,169,0.4771
2013,1331,103.1,104.0,-0.032,169,0.4771
2013,1331,103.1,104.0,-0.032,169,0.4771
2013,1380,95.7,96.6,-0.018,170,0.4765
2013,1174,101.9,103.0,0.078,171,0.473
2013,1133,100.4,101.4,0.027,172,0.473
2013,1406,101.4,102.5,0.054,173,0.473
2013,1360,100.8,101.9,0.039,174,0.4712
2013,1360,100.8,101.9,0.039,174,0.4712
2013,1360,100.8,101.9,0.039,174,0.4712
2013,1360,100.8,101.9,0.039,174,0.4712
2013,1409,98.2,99.4,0.05,175,0.4705
2013,1209,103.7,105.0,-0.05,176,0.4674
2013,1138,102.5,103.8,-0.068,177,0.4658
2013,1222,105.8,107.3,-0.007,178,0.4643
2013,1241,97.3,98.9,0.059,179,0.4602
2013,1241,97.3,98.9,0.059,179,0.4602
2013,1241,97.3,98.9,0.059,179,0.4602
2013,1241,97.3,98.9,0.059,179,0.4602
2013,1356,100.1,101.6,0.046,180,0.4598
2013,1356,100.1,101.6,0.046,180,0.4598
2013,1356,100.1,101.6,0.046,180,0.4598
2013,1356,100.1,101.6,0.046,180,0.4598
2013,1318,104.5,106.2,0.063,181,0.4593
2013,1374,98.4,100.0,-0.07,182,0.4582
2013,1374,98.4,100.0,-0.07,182,0.4582
2013,1374,98.4,100.0,-0.07,182,0.4582
2013,1374,98.4,100.0,-0.07,182,0.4582
2013,1443,100.1,101.8,0.039,183,0.456
2013,1443,100.1,101.8,0.039,183,0.456
2013,1443,100.1,101.8,0.039,183,0.456
2013,1443,100.1,101.8,0.039,183,0.456
2013,1198,99.3,101.1,0.069,184,0.4537
2013,1198,99.3,101.1,0.069,184,0.4537
2013,1198,99.3,101.1,0.069,184,0.4537
2013,1198,99.3,101.1,0.069,184,0.4537
2013,1254,109.0,111.0,0.018,185,0.4522
2013,1254,109.0,111.0,0.018,185,0.4522
2013,1254,109.0,111.0,0.018,185,0.4522
2013,1254,109.0,111.0,0.018,185,0.4522
2013,1136,107.4,109.5,0.059,186,0.4496
2013,1447,95.8,97.8,0.054,187,0.4469
2013,1205,97.3,99.4,-0.036,188,0.4452
2013,1205,97.3,99.4,-0.036,188,0.4452
2013,1205,97.3,99.4,-0.036,188,0.4452
2013,1205,97.3,99.4,-0.036,188,0.4452
2013,1149,99.4,101.6,-0.05,189,0.4444
2013,1149,99.4,101.6,-0.05,189,0.4444
2013,1149,99.4,101.6,-0.05,189,0.4444
2013,1149,99.4,101.6,-0.05,189,0.4444
2013,1405,101.6,103.9,0.012,190,0.442
2013,1348,98.2,100.8,-0.043,191,0.4337
2013,1348,98.2,100.8,-0.043,191,0.4337
2013,1348,98.2,100.8,-0.043,191,0.4337
2013,1348,98.2,100.8,-0.043,191,0.4337
2013,1463,101.2,104.0,0.032,192,0.4306
2013,1227,96.3,99.2,0.041,193,0.4265
2013,1120,97.0,99.9,-0.117,194,0.4265
2013,1225,108.2,111.6,-0.001,195,0.4206
2013,1375,96.0,99.1,0.049,196,0.4206
2013,1375,96.0,99.1,0.049,196,0.4206
2013,1375,96.0,99.1,0.049,196,0.4206
2013,1375,96.0,99.1,0.049,196,0.4206
2013,1162,98.8,102.1,-0.12,197,0.4158
2013,1218,101.4,105.3,0.023,198,0.4055
2013,1346,100.9,104.8,-0.032,199,0.4045
2013,1288,97.6,101.5,-0.042,200,0.4002
2013,1132,95.0,98.9,-0.091,201,0.3997
2013,1132,95.0,98.9,-0.091,201,0.3997
2013,1132,95.0,98.9,-0.091,201,0.3997
2013,1132,95.0,98.9,-0.091,201,0.3997
2013,1168,104.5,108.8,-0.097,202,0.3997
2013,1240,100.9,105.0,0.087,203,0.3996
2013,1464,99.8,103.9,0.034,204,0.3988
2013,1367,100.3,104.5,-0.076,205,0.3964
2013,1367,100.3,104.5,-0.076,205,0.3964
2013,1367,100.3,104.5,-0.076,205,0.3964
2013,1367,100.3,104.5,-0.076,205,0.3964
2013,1324,104.4,108.8,0.047,206,0.3954
2013,1189,97.9,102.3,0.053,207,0.3894
2013,1291,100.3,104.8,0.117,208,0.3889
2013,1283,99.5,104.1,0.023,209,0.388
2013,1364,96.7,101.2,-0.04,210,0.386
2013,1364,96.7,101.2,-0.04,210,0.386
2013,1364,96.7,101.2,-0.04,210,0.386
2013,1364,96.7,101.2,-0.04,210,0.386
2013,1364,96.7,101.2,-0.04,210,0.386
2013,1364,96.7,101.2,-0.04,210,0.386
2013,1364,96.7,101.2,-0.04,210,0.386
2013,1364,96.7,101.2,-0.04,210,0.386
2013,1364,96.7,101.2,-0.04,210,0.386
2013,1421,99.2,104.0,-0.076,211,0.3826
2013,1413,102.1,107.1,-0.009,212,0.3796
2013,1413,102.1,107.1,-0.009,212,0.3796
2013,1413,102.1,107.1,-0.009,212,0.3796
2013,1413,102.1,107.1,-0.009,212,0.3796
2013,1219,98.1,103.0,-0.053,213,0.3776
2013,1219,98.1,103.0,-0.053,213,0.3776
2013,1219,98.1,103.0,-0.053,213,0.3776
2013,1219,98.1,103.0,-0.053,213,0.3776
2013,1376,99.0,104.0,0.028,214,0.3757
2013,1376,99.0,104.0,0.028,214,0.3757
2013,1376,99.0,104.0,0.028,214,0.3757
2013,1376,99.0,104.0,0.028,214,0.3757
2013,1456,104.8,110.4,-0.064,215,0.3712
2013,1258,95.1,100.3,-0.016,216,0.3685
2013,1258,95.1,100.3,-0.016,216,0.3685
2013,1258,95.1,100.3,-0.016,216,0.3685
2013,1258,95.1,100.3,-0.016,216,0.3685
2013,1169,101.5,107.1,-0.018,217,0.3667
2013,1369,102.4,108.3,-0.033,218,0.3611
2013,1369,102.4,108.3,-0.033,218,0.3611
2013,1369,102.4,108.3,-0.033,218,0.3611
2013,1369,102.4,108.3,-0.033,218,0.3611
2013,1366,85.9,90.9,0.06,219,0.3592
2013,1337,96.8,102.5,0.026,220,0.3568
2013,1370,92.1,97.6,-0.174,221,0.3561
2013,1267,98.9,104.9,-0.009,222,0.3534
2013,1216,91.9,97.6,0.088,223,0.3512
2013,1313,93.0,98.8,0.121,224,0.3498
2013,1383,100.8,107.2,-0.068,225,0.348
2013,1299,89.6,95.3,0.017,226,0.3461
2013,1287,97.8,104.2,0.033,227,0.3424
2013,1135,93.8,100.1,0.041,228,0.3412
2013,1114,94.3,100.7,0.06,229,0.3378
2013,1114,94.3,100.7,0.06,229,0.3378
2013,1114,94.3,100.7,0.06,229,0.3378
2013,1114,94.3,100.7,0.06,229,0.3378
2013,1157,95.5,102.1,-0.075,230,0.3346
2013,1157,95.5,102.1,-0.075,230,0.3346
2013,1157,95.5,102.1,-0.075,230,0.3346
2013,1157,95.5,102.1,-0.075,230,0.3346
2013,1418,98.6,105.5,-0.048,231,0.3345
2013,1358,91.7,98.2,-0.019,232,0.3322
2013,1194,97.1,104.2,0.011,233,0.3258
2013,1194,97.1,104.2,0.011,233,0.3258
2013,1194,97.1,104.2,0.011,233,0.3258
2013,1194,97.1,104.2,0.011,233,0.3258
2013,1402,99.8,107.2,0.008,234,0.325
2013,1391,98.1,105.7,0.016,235,0.3168
2013,1265,96.7,104.3,-0.052,236,0.3151
2013,1221,96.8,104.4,0.002,237,0.3139
2013,1221,96.8,104.4,0.002,237,0.3139
2013,1221,96.8,104.4,0.002,237,0.3139
2013,1221,96.8,104.4,0.002,237,0.3139
2013,1141,103.4,111.7,0.0,238,0.3129
2013,1141,103.4,111.7,0.0,238,0.3129
2013,1141,103.4,111.7,0.0,238,0.3129
2013,1141,103.4,111.7,0.0,238,0.3129
2013,1441,99.8,107.8,-0.032,239,0.3123
2013,1441,99.8,107.8,-0.032,239,0.3123
2013,1441,99.8,107.8,-0.032,239,0.3123
2013,1441,99.8,107.8,-0.032,239,0.3123
2013,1236,96.9,104.7,0.021,240,0.3102
2013,1236,96.9,104.7,0.021,240,0.3102
2013,1236,96.9,104.7,0.021,240,0.3102
2013,1236,96.9,104.7,0.021,240,0.3102
2013,1167,95.3,103.1,0.006,241,0.3088
2013,1167,95.3,103.1,0.006,241,0.3088
2013,1167,95.3,103.1,0.006,241,0.3088
2013,1167,95.3,103.1,0.006,241,0.3088
2013,1185,90.3,97.9,0.017,242,0.3048
2013,1185,90.3,97.9,0.017,242,0.3048
2013,1185,90.3,97.9,0.017,242,0.3048
2013,1185,90.3,97.9,0.017,242,0.3048
2013,1427,98.4,106.9,-0.046,243,0.3007
2013,1427,98.4,106.9,-0.046,243,0.3007
2013,1427,98.4,106.9,-0.046,243,0.3007
2013,1427,98.4,106.9,-0.046,243,0.3007
2013,1427,98.4,106.9,-0.046,243,0.3007
2013,1427,98.4,106.9,-0.046,243,0.3007
2013,1427,98.4,106.9,-0.046,243,0.3007
2013,1427,98.4,106.9,-0.046,243,0.3007
2013,1427,98.4,106.9,-0.046,243,0.3007
2013,1335,92.8,100.8,-0.008,244,0.2988
2013,1294,100.2,108.9,-0.051,245,0.2985
2013,1294,100.2,108.9,-0.051,245,0.2985
2013,1294,100.2,108.9,-0.051,245,0.2985
2013,1294,100.2,108.9,-0.051,245,0.2985
2013,1182,97.6,106.1,0.022,246,0.298
2013,1403,96.7,105.3,0.024,247,0.2938
2013,1403,96.7,105.3,0.024,247,0.2938
2013,1403,96.7,105.3,0.024,247,0.2938
2013,1403,96.7,105.3,0.024,247,0.2938
2013,1275,96.1,104.7,-0.066,248,0.2938
2013,1275,96.1,104.7,-0.066,248,0.2938
2013,1275,96.1,104.7,-0.066,248,0.2938
2013,1275,96.1,104.7,-0.066,248,0.2938
2013,1317,95.2,104.0,-0.024,249,0.287
2013,1317,95.2,104.0,-0.024,249,0.287
2013,1317,95.2,104.0,-0.024,249,0.287
2013,1317,95.2,104.0,-0.024,249,0.287
2013,1297,95.0,103.9,-0.033,250,0.2854
2013,1297,95.0,103.9,-0.033,250,0.2854
2013,1297,95.0,103.9,-0.033,250,0.2854
2013,1297,95.0,103.9,-0.033,250,0.2854
2013,1251,99.6,109.0,-0.023,251,0.2841
2013,1200,97.2,106.5,0.027,252,0.2817
2013,1123,97.2,106.7,0.08,253,0.2783
2013,1111,96.8,106.4,0.01,254,0.2753
2013,1459,86.7,95.3,-0.059,255,0.275
2013,1315,94.4,103.8,0.045,256,0.2745
2013,1315,94.4,103.8,0.045,256,0.2745
2013,1315,94.4,103.8,0.045,256,0.2745
2013,1315,94.4,103.8,0.045,256,0.2745
2013,1280,90.2,99.2,-0.011,257,0.2738
2013,1377,101.5,111.8,-0.083,258,0.2715
2013,1377,101.5,111.8,-0.083,258,0.2715
2013,1377,101.5,111.8,-0.083,258,0.2715
2013,1377,101.5,111.8,-0.083,258,0.2715
2013,1263,95.1,104.8,0.019,259,0.2696
2013,1148,98.8,109.2,0.056,260,0.2642
2013,1339,92.2,102.2,0.036,261,0.2593
2013,1316,97.5,108.1,-0.01,262,0.2578
2013,1316,97.5,108.1,-0.01,262,0.2578
2013,1316,97.5,108.1,-0.01,262,0.2578
2013,1316,97.5,108.1,-0.01,262,0.2578
2013,1156,96.9,107.6,0.033,263,0.2548
2013,1330,96.9,107.8,-0.113,264,0.2512
2013,1330,96.9,107.8,-0.113,264,0.2512
2013,1330,96.9,107.8,-0.113,264,0.2512
2013,1330,96.9,107.8,-0.113,264,0.2512
2013,1165,97.0,107.9,0.028,265,0.25
2013,1395,91.7,102.1,0.09,266,0.2495
2013,1395,91.7,102.1,0.09,266,0.2495
2013,1395,91.7,102.1,0.09,266,0.2495
2013,1395,91.7,102.1,0.09,266,0.2495
2013,1312,92.4,103.0,-0.047,267,0.2478
2013,1183,97.7,108.9,-0.033,268,0.2476
2013,1183,97.7,108.9,-0.033,268,0.2476
2013,1183,97.7,108.9,-0.033,268,0.2476
